wwtp_jurisdiction,junk1,junk2,wwtp_name,county_names,lab_id,population_served,sample_location,sample_matrix,pcr_target_units,pcr_target,pcr_target_avg_conc,pcr_target_flowpop_lin,lod_sewage,pcr_target_below_lod,sample_collect_date,quality_flag
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,33.55461428327824,48.54673289792136,24.655547465902714,0,2023-04-04,no
CA,A,YES,5,34687,4,1000000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,16.933691061375384,124.24622806242756,6.400005025784543,0,2023-04-04,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,395.1139812730705,185.28633402259942,1.001562047386236,0,2023-04-04,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,273.97360842181405,54.92525291302878,23.104653273077734,0,2023-04-04,no
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,24.57186104436064,406.23102538643815,15.911118887002894,0,2023-04-04,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,30.288662854491605,586.0733488729976,6.66564823095393,0,2023-04-04,no
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,0.7813343484832055,28.262508357405633,0.41276006632862217,0,2023-04-04,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.5841551733243957,6.383875271867941,0.6604158868151668,0,2023-04-04,no
XX,D,ye,13,65174,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,12.24097679759742,259.835774879926,6.288169534860324,0,2023-04-04,no
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,56.97307164298722,224.66257416062479,16.17596585536359,0,2023-04-05,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,656.5186313137227,262.2870636845951,9.413836214999804,0,2023-04-05,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,281.1968791055341,26.382145664834148,14.269835324979727,0,2023-04-05,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,162.3029335579853,190.31816555935592,13.890885193606142,0,2023-04-05,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,92.60940351013274,9.573634427819217,20.300804021995056,0,2023-04-05,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,236.9413365799493,10.810678660381582,1.1963309078654965,0,2023-04-05,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,13.859821831723332,5.011486146719104,2.915460265795362,0,2023-04-05,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,0.877964887214645,137.86288228712337,1.3009280926844788,0,2023-04-05,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.206329039074767,125.86265159892605,0.13583909249172982,0,2023-04-05,NA
XX,D,ye,14,09634,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,141.0083181632142,42.050694411795675,1.2056073206531754,0,2023-04-05,NA
YY,E,No,12,32541,1,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,8.144157949838752,169.114630237328,16.288315899677503,1,2023-04-05,result is not quantifiable
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,784.899042119334,8.014518989701141,1.7527365477504029,0,2023-04-06,y
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,686.3739121168077,520.7600338812931,1.035478213127512,0,2023-04-06,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,43.98289272819491,246.17292256584577,7.1031679448104725,0,2023-04-06,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,10.290987568805631,154.3023899425953,18.203789941116487,0,2023-04-06,temperature not assessed upon arrival at the laboratory
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,14.811490243479987,153.5776136831542,3.567332910465447,0,2023-04-06,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,310.3037333418046,415.0895832394591,5.655518525854642,0,2023-04-06,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,54.16668213393648,31.230577136063825,1.7814287155048465,0,2023-04-06,no
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,150.47218012962094,134.7708971958526,2.7450708219113484,0,2023-04-06,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,-0.08468168105296528,167.881279757593,0.2163483146110159,1,2023-04-06,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.6601309025395805,52.69835054701574,0.30088095555892774,0,2023-04-06,NA
XX,D,ye,15,98436,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,189.53955135429854,55.03975651892324,2.089502131319954,0,2023-04-06,result is not quantifiable
YY,E,No,15,98436,4,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,28.44680575494976,110.11677746001274,18.54001408001815,0,2023-04-06,NA
ZZ,F,NO,15,98436,4,8472,wwtp,raw wastewater,copies/g dry sludge,sars-cov-2,15.421219635348143,44.5465336286134,2.23838377880263,0,2023-04-06,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,157.90319031704828,163.90882472260637,7.625228932162711,0,2023-04-07,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,97.22649124671644,44.19433824984998,13.792100458386194,0,2023-04-07,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,742.5301161811412,96.08187004252646,9.563721710577955,0,2023-04-07,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,2.0734235714452525,237.5448258708884,4.146847142890505,1,2023-04-07,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,26.591199012501473,245.26811495172652,8.044375025053975,0,2023-04-07,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.1877605601436416,5.494219691665465,0.71801639586818,0,2023-04-07,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,0.90893612691211,88.93943915043704,0.918834486417499,0,2023-04-07,NA
YY,E,No,15,98436,4,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,29.550402383983954,138.05347414608397,10.087206793189631,0,2023-04-07,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,18.741526594607375,6.286134977955453,17.90925875056528,0,2023-04-08,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,10.95544846226623,623.814563326829,1.0293773503157166,0,2023-04-08,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,33.12918380831049,182.23242552557838,8.09494836959698,0,2023-04-08,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,17.136366411063207,21.315640844407163,6.9185139639129,0,2023-04-08,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.128511242236564,5.281547217787373,10.257022484473127,1,2023-04-08,no
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,32.19031427500802,7.309612769675325,9.441944671146873,0,2023-04-08,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,9.940517816982343,61.251441078010764,20.46870828258581,0,2023-04-08,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.988085110539044,35.12573439298503,1.1900892215698746,0,2023-04-08,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.721213357522774,160.52755976629774,0.04755359979858107,0,2023-04-08,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,8.166963197060474,177.94206519240126,6.618345313066703,0,2023-04-09,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,35.45993972342169,8.782671193805756,4.058230294305921,0,2023-04-09,no
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,13.443515035138622,112.4095320568888,3.7663030252902274,0,2023-04-09,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,9.939894313577529,7.042971287123867,3.3933854298476804,0,2023-04-09,no
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,345.4451451656114,252.91117545767608,3.7285623790989244,0,2023-04-09,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,10.251599505709105,176.32960024160525,5.2113048708093785,0,2023-04-09,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,219.33327973276917,603.8714293824142,14.336688842087373,0,2023-04-09,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,7.386628538775972,152.15326808391075,14.773257077551945,1,2023-04-09,below loq
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.4400818720278807,877.7463129615602,0.4718051830855049,0,2023-04-09,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.99143111388315,93.34884540577853,1.2526475927219374,0,2023-04-09,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,210.509691295845,624.5578615281554,17.273425323465588,0,2023-04-10,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,7.981315561174949,23.5008393519363,15.962631122349897,1,2023-04-10,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,280.89462552241105,63.812339046785254,3.3159000389611912,0,2023-04-10,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.966880202506393,12.019470260487012,11.933760405012785,1,2023-04-10,no
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,212.792744025519,8.641291054872614,19.541754477321188,0,2023-04-10,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,407.0690347711487,572.9397991612419,6.106600781824925,0,2023-04-10,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,748.0140924187915,54.17746384125275,7.915502347281119,0,2023-04-10,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,31.194882177750348,29.752836382850525,24.31877190845533,0,2023-04-10,no
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.130917536411431,200.10127217216137,1.2554158041900918,0,2023-04-10,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,0.5442098394960652,5.235970725204678,0.8452398351600463,1,2023-04-10,no
YY,E,No,13,65174,2,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,568.5349439951062,9.032124404231801,6.168961041623295,0,2023-04-10,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,260.17284607415934,327.2116063875679,1.4571587493996616,0,2023-04-11,> max temp and/or hold time
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,358.55680488694117,8.957589110390598,1.7569015144119247,0,2023-04-11,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,406.3571721031981,36.864848287358505,16.294351953601957,0,2023-04-11,no
CA,A,YES,5,34687,3,1000000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,203.39061378638357,10.844214941466674,7.3445374451332475,0,2023-04-11,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,90.95001272827207,6.521336946477955,10.628731818735114,0,2023-04-11,NA
CA,A,YES,5,34687,4,1000000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,23.022500399652195,15.98885833376444,3.372872193228345,0,2023-04-11,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,615.708771482301,10.135763825325489,4.685961340492325,0,2023-04-11,no
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,856.7944959452399,42.743068785412426,1.3621775676569894,0,2023-04-11,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.566919860727531,190.36538584518604,0.9379017625838088,0,2023-04-11,no
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,0.7070201646950343,49.24820297105888,1.3411337598480602,0,2023-04-11,NA
XX,D,ye,12,32541,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,60.521081381691936,255.0753427869043,1.027922545462062,0,2023-04-11,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.236194326347224,533.1325503441246,6.9827168044249746,0,2023-04-12,no
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,173.7741754320949,92.49540081415049,7.51063601193581,0,2023-04-12,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,858.3921294290185,37.546161748685506,2.6179545510764006,0,2023-04-12,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,263.4972474779873,32.654446175887905,17.04319310830586,0,2023-04-12,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,0.8456355914108287,559.3976421163684,1.6912711828216573,1,2023-04-12,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,10.663283101159395,9.818850502214255,17.411733308140732,0,2023-04-12,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.7327672781433205,10.553875947373328,0.8390867291582444,0,2023-04-12,> max temp and/or hold time
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.3668723550445976,49.788526386792086,1.23394135854962,0,2023-04-12,NA
YY,E,No,14,09634,3,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,20.59993907975133,60.826298845929806,10.409717401982743,0,2023-04-12,temperature not assessed upon arrival at the laboratory
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,36.456793445491606,133.4512864441959,2.375645011570705,0,2023-04-13,y
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.068797859436806,468.7450638551754,1.1052477073450997,0,2023-04-13,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,13.771251472672594,223.4474870717352,1.583510367075877,0,2023-04-13,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,36.229840491977434,5.135799331018692,14.868361534317362,0,2023-04-13,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,423.80803371533824,855.5827435678136,10.87464033537561,0,2023-04-13,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,35.23487612225432,7.435625948970397,2.647883691412648,0,2023-04-13,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,123.74672714461803,117.55612791022045,1.3853878162251763,0,2023-04-13,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.2082654469046061,30.764177147366887,0.7688326627692044,0,2023-04-13,no
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.6605960167796854,26.436376681889204,1.3065795707026098,0,2023-04-13,NA
YY,E,No,14,09634,3,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,275.9744969282582,21.377571481712348,1.010752110202523,0,2023-04-13,no
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,7.927165967825946,52.418847144635976,1.9441287429439593,0,2023-04-14,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,345.0026009254806,610.9094157788714,21.65532245034835,0,2023-04-14,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,54.848557710253914,10.778600344944579,7.0418453780458234,0,2023-04-14,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,90.80459905549722,458.30345159200976,14.255520480805934,0,2023-04-14,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,12.19918549690248,867.137211880195,24.39837099380496,1,2023-04-14,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,510.23596515904586,88.49005281787859,1.2078826773626496,0,2023-04-14,> max temp and/or hold time
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,0.6403686891705347,39.879257885907286,1.2807373783410694,1,2023-04-14,no
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,9.235689635328649,15.075804230677768,3.858557330572206,0,2023-04-14,no
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,0.7353618396165423,75.71212528265467,1.073746787008171,0,2023-04-14,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,0.29820943051127224,5.970127846185665,0.5992394261752534,1,2023-04-14,NA
XX,D,ye,13,65174,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,18.50771349156326,6.865548277964143,1.4564122026922453,0,2023-04-14,temperature not assessed upon arrival at the laboratory
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,8.498960817154165,6.087806077690802,3.7936991995095233,0,2023-04-15,result is not quantifiable
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,112.03237309292703,997.4318247637414,3.34361692518484,0,2023-04-15,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,287.5741900028177,423.6972701578573,1.4350865331338685,0,2023-04-15,no
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,156.14758749256313,50.93273759615766,6.332029487304983,0,2023-04-15,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,584.9495823822291,266.6015781169515,18.674273295970064,0,2023-04-15,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,337.74159169207536,6.0430450612580815,15.368369161646344,0,2023-04-15,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.748251202931816,496.80250214986035,16.88011734288282,0,2023-04-15,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.2462283024205552,87.58114737405828,0.33310987430756855,0,2023-04-15,NA
YY,E,No,14,09634,3,13,upstream,primary sludge,copies/g dry sludge,sars-cov-2,944.06667727823606,7.206019361456571,2.6178037103464837,0,2023-04-15,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,161.50883552236422,89.71084760429939,10.168423259482495,0,2023-04-16,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,407.0664727349443,190.82759804800338,2.1732174927564163,0,2023-04-16,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,40.4696085533005,574.726610762378,2.136833852975637,0,2023-04-16,no
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,77.76803004100108,11.598447367637489,2.155812915197988,0,2023-04-16,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,5.983885870929228,8.643478324248626,5.049567206405092,0,2023-04-16,no
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,199.3719151313511,37.95426709020617,1.282954534721593,0,2023-04-16,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,742.3159420994318,119.96543086817792,16.101745965449375,0,2023-04-16,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,913.2399637271544,46.276083423789125,1.3941584923529649,0,2023-04-16,below loq
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,0.5950777326007958,86.73939982911452,0.8961077282647769,1,2023-04-16,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.06359058493283,254.07422677371417,1.1323271208132573,0,2023-04-16,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,24.00532686771313,22.516942505563232,21.438766889349207,0,2023-04-17,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,726.3991549581713,135.67180416410423,19.777441676963882,0,2023-04-17,yes
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,73.71514994002796,250.18833821853778,4.655085368654688,0,2023-04-17,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,212.0499053192169,45.70888002158401,3.8323957435389917,0,2023-04-17,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,36.91496996190142,10.181505770466218,1.1696587670041114,0,2023-04-17,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,13.512082844840123,5.092843082069778,6.0443829012413826,0,2023-04-17,NA
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,15.872450803078664,39.76769498859967,4.792835186121277,0,2023-04-17,NA
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,0.908731451548176,29.31256850765844,0.251487901369854,0,2023-04-17,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.2757745663987134,301.68947550489986,0.9170896350419486,0,2023-04-17,NA
XX,D,ye,15,98436,10,1000000000,wwtp,raw wastewater,copies/l wastewater,FLUAV,59.440063125912026,12.829456701048255,18.53837422465829,0,2023-04-17,NA
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,348.3430684735925,932.7512717430938,14.691412369816117,0,2023-04-18,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,43.96389147827063,38.480136789613034,14.138988990024531,0,2023-04-18,no
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,13.88590534616682,342.31577683221275,2.7378015670030256,0,2023-04-18,NA
CA,A,YES,5,34687,3,1000000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,208.92445271460898,8.600500193064741,11.118884992419307,0,2023-04-18,no
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,6.94019823559976,68.41697875014958,1.9055291744456355,0,2023-04-18,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,13.4503632605554,254.5920922936517,2.6663471761631388,0,2023-04-18,> max temp and/or hold time
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,807.7392465244916,614.2415974460437,2.286769765716975,0,2023-04-18,temperature not assessed upon arrival at the laboratory
WA,B,Yes,9,14396,2,600000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,10.875544854966329,6.053766521066263,21.751089709932657,1,2023-04-18,no
NM,C,yes,10,27604,5,1000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.4382452846572475,273.3319108650942,0.6413824638384955,0,2023-04-18,> max temp and/or hold time
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,1.2827799745155766,11.048393673034747,0.606054305742153,0,2023-04-18,no
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,774.7874894453848,578.7270854760085,17.652621929971264,0,2023-04-19,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,39.87209606119167,455.3794883219907,3.6141314578966,0,2023-04-19,no
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,0.8533681658379263,6.2881898288526985,1.7067363316758526,1,2023-04-19,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,29.60183330479927,31.83194169451296,2.4089308437328163,0,2023-04-19,NA
WA,B,Yes,7,07528,1,100000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,385.1344412943056,14.478873211245618,8.011947625255246,0,2023-04-19,NA
WA,B,Yes,8,97385,2,50000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,73.91484148955173,212.71143837360657,3.9514052984561774,0,2023-04-19,NA
NM,C,yes,11,91578,6,10000,wwtp,post grit removal,log10 copies/l wastewater,sars-cov-2,2.3520362646560886,23.54649657151886,1.1598250939846282,0,2023-04-19,result is not quantifiable
CA,A,YES,1,04971,1,10000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,568.4551169471282,921.4530009141888,3.7972934877373823,0,2023-04-20,NA
CA,A,YES,2,31809,1,30000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,806.547589143575,14.994390482282718,6.750795610258758,0,2023-04-20,NA
CA,A,YES,4,12078,3,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,40.63167718674632,17.45569937552425,2.15511720890374,0,2023-04-20,NA
CA,A,YES,4,12078,4,200000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,58.4431880225128,472.1210584034307,3.4646010229846405,0,2023-04-20,NA
WA,B,Yes,6,31928,1,2000,wwtp,raw wastewater,copies/l wastewater,sars-cov-2,10.757643754868367,11.520459777562253,7.317821054770153,0,2023-04-20,NA
